0, 1.0
1, 1.0
2, 1.0
3, 1.0
4, 1.0
5, 1.0
6, 1.0
7, 1.0
8, 1.0
9, 1.0
10, 1.0
11, 1.0
12, 1.0
13, 1.0
14, 1.0
15, 1.0
16, 1.0
17, 1.0
18, 1.0
19, 1.0
20, 1.0
21, 1.0
22, 1.0
23, 1.0
24, 1.0
25, 1.0
26, 1.0
27, 1.0
28, 1.0
29, 1.0
30, 1.0
31, 1.0
32, 1.0
33, 1.0
34, 1.0
35, 1.0
36, 1.0
37, 1.0
38, 1.0
39, 1.0
40, 1.0
41, 1.0
42, 1.0
43, 1.0
44, 1.0
45, 1.0
46, 1.0
47, 1.0
48, 1.0
49, 1.0
50, 2.0
51, 1.0
52, 2.0
53, 2.0
54, 2.0
55, 2.0
56, 2.0
57, 2.0
58, 2.0
59, 2.0
60, 2.0
61, 2.0
62, 2.0
63, 2.0
64, 2.0
65, 2.0
66, 2.0
67, 2.0
68, 1.0
69, 2.0
70, 1.0
71, 1.0
72, 1.0
73, 1.0
74, 0.5
75, 2.0
76, 0.5
77, 2.0
78, 0.5
79, 1.0
80, 1.0
81, 2.0
82, 2.0
83, 1.0
84, 1.0
85, 0.5
86, 1.0
87, 1.0
88, 1.0
89, 0.5
90, 2.0
91, 1.0
92, 2.0
93, 1.0
94, 0.5
95, 2.0
96, 1.0
97, 1.0
98, 0.5
99, 1.0
100, 1.0
101, 1.0
102, 1.0
103, 0.5
104, 1.0
105, 1.0
106, 1.0
107, 2.0
108, 1.0
109, 1.0
110, 2.0
111, 2.0
112, 2.0
113, 1.0
114, 1.0
115, 1.0
116, 2.0
117, 1.0
118, 1.0
119, 1.0
120, 1.0
121, 1.0
122, 1.0
123, 1.0
124, 2.0
125, 1.0
126, 1.0
127, 1.0
128, 2.0
129, 1.0
130, 0.5
131, 2.0
132, 1.0
133, 2.0
134, 1.0
135, 2.0
136, 1.0
137, 2.0
138, 1.0
139, 1.0
140, 1.0
141, 1.0
142, 1.0
143, 0.5
144, 0.5
145, 1.0
146, 0.5
147, 2.0
148, 0.5
149, 1.0
150, 1.0
151, 1.0
152, 0.5
153, 2.0
154, 1.0
155, 1.0
156, 0.5
157, 1.0
158, 1.0
159, 1.0
160, 2.0
161, 1.0
162, 1.0
163, 2.0
164, 1.0
165, 2.0
166, 2.0
167, 1.0
168, 1.0
169, 1.0
170, 1.0
171, 0.5
172, 1.0
173, 2.0
174, 1.0
175, 2.0
176, 0.5
177, 1.0
178, 1.0
179, 1.0
